tlp,group,reporttime,observable,cc,asn,confidence,tags,description,rdata,provider,altid_tlp,altid
green,everyone,2016-08-19T01:08:16Z,axs25xuo8c.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,azurf.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,baazsawetukovcsa.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,baazsawetukovcsa.gq,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,babkokohtybvcfreso.gq,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,babkokohtybvcfreso.tk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,backop.mooo.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bacuhytgbnvedhhko.ml,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,baepudavemanuel.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,banamex-servicios.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bangladeshshomoy.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,banglasexyvideo.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bannerspot.in,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,banqulerroman.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,baugkoosdui.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,beefeewhewhusheelu.biz,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,beirut-memorial.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ben770.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,best-advertising.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bestcomputeradvisor.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bewenuivova.tk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bihartbass.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,binariesapplicationtours.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,biortherm.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bk2by.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,blockhain.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,blyavovarealnogavno.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,blyavovarealnogavno.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,boch256on1okvovu.tk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bogenyvovailoh.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bogev3ovaneu3dac3hnik.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bogev3ovaneu3dac3hnik.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bogevovaneudachnik.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bongacams.nl,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bongoprom.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bovuugodvuecf.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,brenig.mooo.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,browneyandrebun.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,btloxcyrok.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,budapest89.hopto.me,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,businessedgeadvance.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,butledtinve.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,buzzercom.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bvovapeterdass.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,bxateca.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,byloth.nl,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,c1v9j2pahfi8w1f.biz,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,camprainbowgold.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cappadeterojo.eu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,captainfifteen.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,caref1rst.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,catnew4u.work,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cdc-asia.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cdnhxeqqnn.fr,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,centerssweet.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,chairoplanes4fun.co.uk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,charging-technology.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,chebroom.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,chiproses.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,claus-management.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cloudgoldbom.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cloudsvr337.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,coldydesign.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,comforttoursperu.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,compagniealysia.fr,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,content-into-cash.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,coral-trevel.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,crashinfo.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,crgchamber.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,crisptic01.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,csicohelp.ddns.us,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,csrss-check-new.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,csu.su,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cuencaluantricspace.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cvovapeterda.gq,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cvovapeterda.tk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cvovapeterdaga.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cyber-peace.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,cyheckledand.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,d0ntw0rry.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,d370.cc,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,daaserthupo.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,daaserthupo.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,daaserthupo.ml,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,daaserthupo.tk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dadepolokhre.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,daerewasako.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,darakht.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,darkermindz.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dave1033.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,debka.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,deepskype.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,deertraefople.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,defencereview.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,deivekmiuwoxe.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,delishop.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,designsbytony.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,details9427923.pdf.zip,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,detter.co.vu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,developarea.mooo.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dfwsd.co.vu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dhedhef.eu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,differentia.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dippyasociados.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,directedat.asia,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,divenewsletter.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,djuefehff.eu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dllupdate.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dnsupdate.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,document-view-online.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,documentsecurestorage.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,doqument-view-online.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,doubtangry.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drag2008.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,droveassociates.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drygvovanemyd.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drygvovanemyd.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drygvovanemzz.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drygvovanemzz.ga,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drygvovanemzz.ml,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,drygvovanemzz4.cf,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dsaj2a.org,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dsffdsk323721372131.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dtl.dnsd.me,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dtnvleoidsncuz7i.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dydx69.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dynarunner.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,dynayo-rooxo-gabtype.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,e4aibjtrguqlyaow.onion,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,easyadvertonline.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,eb12yjkt58i07ninkt1.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ebfszfmcg325fnr.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,echotec.asia,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ecloud86.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ecloud89.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ecloud91.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,efiop.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ehsni4523ro414k.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,electricunderstand.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,elimi.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ellismikepage.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,elorfans5.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,eltisc.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,email-market.ml,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,empresasdevigilancia.com.ve,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,enduro.si,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,enherthadugh.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,envios-luno-sl.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,eqosenrealq.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,eretodweqee.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,eroeroou.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,erreala.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,estuty.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,everydaypp.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,ewwt.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,expuytgh.eu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,f4b7.tk,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fa23.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,factorygood.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,familie-dr-hild.de,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,farmfarm.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fast-update.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fastserviceworld.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fastssamplestrash.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fdfddffdfdfhyyuyuyrjhy.co.vu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fdfdfdggghgh.co.vu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fenesihert.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fermentzone.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fflllww.co.vu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fflord25.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fggjjuu.co.vu,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fighhard.mooo.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fimzusoln.ru,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,firefox-sync.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,firefox.spdns.de,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fishecthinker.ddns.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,flash-vip.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,flashupdates.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,flierbutter.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,flowindaho.info,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,flv-player-update.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fmfgrzebel.pl,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,foundationssl.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,freeworldgo.com,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
green,everyone,2016-08-19T01:08:16Z,fridayroad.net,,,75,malicious,,,threatcrowd.org,white,https://www.threatcrowd.org/feeds/domains.txt
